name,description,category,image,calories,protein,carbohydrates,fat,fiber,sugar,nutritionDensityScore,sodium,cholesterol,calcium,iron,potassium,magnesium,zinc,vitaminA,vitaminC,vitaminD,vitaminE,vitaminK
atlantic croaker raw,Atlantic Croaker Raw is a nutritious food rich in essential nutrients.,Others,,82,14.0,0.0,2.5,0.0,0.0,28.709,0.014,48.2,11.9,0.3,272.6,31.6,0.3,0.039,0.0,0.005,1.0,0.068
sucker cooked,Sucker Cooked is a nutritious food rich in essential nutrients.,Others,,148,26.6,0.0,3.7,0.0,0.0,144.006,0.019,65.7,111.6,2.1,603.9,47.1,1.2,0.006,0.0,0.0,0.0,0.0
spot raw,Spot Raw is a nutritious food rich in essential nutrients.,Others,,79,11.8,0.0,3.1,0.0,0.0,24.113,0.022,38.4,9.0,0.2,317.4,26.9,0.3,0.005,0.0,0.0,0.0,0.0
drum cooked,Drum Cooked is a nutritious food rich in essential nutrients.,Others,,236,34.6,0.0,9.7,0.0,0.0,166.292,0.1,126.3,118.6,1.8,543.6,58.5,1.3,0.099,1.5,0.0,0.0,0.0
crayfish raw,Crayfish Raw is a nutritious food rich in essential nutrients.,Seafood,,3,0.6,0.0,0.048,0.0,0.0,1.788,0.024,4.3,1.0,0.053,10.4,1.2,0.009,0.098,0.078,0.0,0.0,0.0
tilefish cooked,Tilefish Cooked is a nutritious food rich in essential nutrients.,Seafood,,441,73.5,0.0,14.1,0.0,0.0,166.521,0.2,192.0,78.0,0.9,1536.0,99.0,1.6,0.022,0.0,0.0,0.0,0.0
bluefish cooked,Bluefish Cooked is a nutritious food rich in essential nutrients.,Seafood,,186,30.1,0.0,6.4,0.0,0.0,47.9,0.045,88.9,10.5,0.7,558.1,49.1,1.2,0.2,0.0,0.0,0.0,0.0
grouper cooked,Grouper Cooked is a nutritious food rich in essential nutrients.,Others,,238,50.2,0.0,2.6,0.0,0.0,97.6,0.1,94.9,42.4,2.3,959.5,74.7,1.0,0.1,0.0,0.0,0.0,0.0
sheepshead raw,Sheepshead Raw is a nutritious food rich in essential nutrients.,Others,,257,48.1,0.0,5.7,0.0,0.0,104.93,0.2,119.0,50.0,1.1,961.5,76.2,0.9,0.022,0.0,0.0,0.0,0.0
herring kippered,Herring Kippered is a nutritious food rich in essential nutrients.,Others,,87,9.8,0.0,4.9,0.0,0.0,49.314,0.4,32.8,33.6,0.6,178.8,18.4,0.5,0.005,0.4,0.004,0.6,0.086
grouper raw,Grouper Raw is a nutritious food rich in essential nutrients.,Others,,238,50.2,0.0,2.6,0.0,0.0,125.1,0.1,95.8,69.9,2.3,1251.0,80.3,1.2,0.1,0.0,0.0,0.0,0.0
ocean perch cooked,Ocean Perch Cooked is a nutritious food rich in essential nutrients.,Others,,48,9.3,0.0,0.9,0.0,0.0,10.368,0.2,31.5,0.069,0.073,150.0,0.1,0.004,0.011,0.021,0.0,0.042,0.5
ling raw,Ling Raw is a nutritious food rich in essential nutrients.,Others,,168,36.7,0.0,1.2,0.0,0.0,104.862,0.3,77.2,65.6,1.3,731.5,121.6,1.5,0.041,0.0,0.0,0.0,0.0
lingcod cooked,Lingcod Cooked is a nutritious food rich in essential nutrients.,Seafood,,329,68.4,0.0,4.1,0.0,0.0,128.139,0.2,202.3,54.4,1.2,1691.2,99.7,1.8,0.054,0.0,0.0,0.0,0.0
florida pompano raw,Florida Pompano Raw is a nutritious food rich in essential nutrients.,Others,,184,20.7,0.0,10.6,0.0,0.0,56.69,0.081,56.0,24.6,0.7,426.7,30.2,0.8,0.091,0.0,0.098,0.2,0.041
rockfish cooked,Rockfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,162,33.1,0.0,2.4,0.0,0.0,35.955,0.1,90.9,0.0,0.046,369.5,0.5,0.1,0.012,0.4,0.0,0.004,0.7
seatrout cooked,Seatrout Cooked is a nutritious food rich in essential nutrients.,Others,,247,39.9,0.0,8.6,0.0,0.0,90.142,0.1,197.2,40.9,0.7,812.8,74.4,1.1,0.006,0.0,0.0,0.0,0.0
sockeye salmon raw,Sockeye Salmon Raw is a nutritious food rich in essential nutrients.,Seafood,,562,84.4,0.0,22.2,0.0,0.0,148.1,0.4,209.9,39.6,1.7,1358.3,118.8,1.7,0.2,0.0,0.086,3.8,0.021
swordfish cooked,Swordfish Cooked is a nutritious food rich in essential nutrients.,Seafood,,182,24.9,0.0,8.4,0.0,0.0,34.203,0.1,82.7,0.022,0.045,322.2,0.5,0.028,0.075,0.7,0.0,0.038,2.6
american shad raw,American Shad Raw is a nutritious food rich in essential nutrients.,Others,,362,31.2,0.0,25.3,0.0,0.0,144.868,0.001,138.0,86.5,1.8,706.6,55.2,0.7,0.009,0.0,0.097,2.2,0.019
sardine canned in oil,Sardine Canned In Oil is a nutritious food rich in essential nutrients.,Seafood,,310,36.7,0.0,17.1,0.0,0.0,627.452,0.5,211.6,569.2,4.4,591.5,58.1,2.0,0.051,0.0,0.04,3.0,0.063
anchovy canned in oil,Anchovy Canned In Oil is a nutritious food rich in essential nutrients.,Others,,8,1.2,0.0,0.4,0.0,0.0,11.106,0.1,3.4,9.3,0.2,21.8,2.8,0.031,0.012,0.0,0.07,0.1,0.013
salmon canned,Salmon Canned is a nutritious food rich in essential nutrients.,Seafood,,520,79.1,0.0,20.3,0.0,0.0,1020.882,1.8,143.9,918.8,2.6,1107.0,110.7,3.7,0.064,0.0,0.0,5.9,0.02
sardines in tomato sauce canned,Sardines In Tomato Sauce Canned is a nutritious food rich in essential nutrients.,Vegetables,,165,18.6,0.5,9.3,0.009,0.4,244.978,0.4,54.3,213.6,2.0,303.5,30.3,1.2,0.036,0.9,0.017,1.2,0.012
sockeye salmon canned,Sockeye Salmon Canned is a nutritious food rich in essential nutrients.,Seafood,,563,79.5,0.0,24.9,0.0,0.0,888.6,1.4,266.2,781.8,2.2,1058.2,104.5,2.8,0.2,0.0,0.09,7.0,0.018
tuna canned,Tuna Canned is a nutritious food rich in essential nutrients.,Seafood,,102,18.9,0.0,2.4,0.0,0.0,33.32,0.3,33.6,11.2,0.8,189.6,26.4,0.4,0.017,0.0,0.07,0.7,0.099
pink salmon canned,Pink Salmon Canned is a nutritious food rich in essential nutrients.,Seafood,,530,80.9,0.0,20.4,0.0,0.0,987.651,1.7,226.1,883.7,2.6,1413.8,123.3,3.1,0.025,0.0,0.018,2.6,0.044
cod canned,Cod Canned is a nutritious food rich in essential nutrients.,Seafood,,328,71.0,0.0,2.7,0.0,0.0,143.814,0.7,171.6,65.5,1.5,1647.4,127.9,1.8,0.046,3.1,0.066,2.6,0.063
eastern oyster canned,Eastern Oyster Canned is a nutritious food rich in essential nutrients.,Others,,110,11.4,6.3,4.0,0.0,0.0,113.7,0.2,89.1,72.9,10.9,371.0,87.5,147.3,0.1,8.1,0.0,1.4,0.056
chum salmon canned,Chum Salmon Canned is a nutritious food rich in essential nutrients.,Seafood,,520,79.1,0.0,20.3,0.0,0.0,1020.805,0.3,143.9,918.8,2.6,1107.0,110.7,3.7,0.014,0.0,0.0,0.0,0.0
tuna canned in oil,Tuna Canned In Oil is a nutritious food rich in essential nutrients.,Seafood,,331,47.2,0.0,14.4,0.0,0.0,69.953,0.7,55.2,7.1,1.2,592.7,60.5,0.8,0.03,0.0,0.0,4.1,0.073
wild pink salmon oceans,Wild Pink Salmon Oceans is a nutritious food rich in essential nutrients.,Seafood,,320,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrimp canned,Shrimp Canned is a nutritious food rich in essential nutrients.,Seafood,,128,26.1,0.0,1.7,0.0,0.0,221.3,1.1,322.6,185.6,2.7,102.4,42.2,2.5,0.0,5.2,0.0,1.4,0.0
alaska king crab raw,Alaska King Crab Raw is a nutritious food rich in essential nutrients.,Seafood,,144,31.5,0.0,1.0,0.0,0.0,124.608,1.4,72.2,79.1,1.0,350.9,84.3,10.2,0.048,12.0,0.0,0.0,0.0
scallops fried,Scallops Fried is a nutritious food rich in essential nutrients.,Others,,64,2.6,6.4,3.2,0.0,0.0,15.698,0.2,18.0,3.1,0.3,49.0,5.3,0.2,0.059,0.0,0.0,0.0,0.0
shrimp cooked,Shrimp Cooked is a nutritious food rich in essential nutrients.,Seafood,,7,1.3,0.013,0.092,0.0,0.0,6.398,0.012,11.6,5.0,0.009,9.4,2.0,0.008,0.021,0.0,0.08,0.1,0.001
clams fried,Clams Fried is a nutritious food rich in essential nutrients.,Others,,19,1.3,1.0,1.0,0.0,0.0,11.464,0.068,5.7,5.9,1.3,30.6,1.3,0.1,0.008,0.9,0.0,0.0,0.0
alaska king crab cooked,Alaska King Crab Cooked is a nutritious food rich in essential nutrients.,Seafood,,130,25.9,0.0,2.1,0.0,0.0,118.35,1.4,71.0,79.1,1.0,351.1,84.4,10.2,0.018,10.2,0.0,0.0,0.0
scallops cooked,Scallops Cooked is a nutritious food rich in essential nutrients.,Others,,11,2.1,0.5,0.058,0.0,0.0,2.732,0.06,4.1,0.0,0.057,42.6,0.041,0.042,0.05,0.032,0.0,0.0,0.0
squid fried,Squid Fried is a nutritious food rich in essential nutrients.,Others,,140,14.4,6.2,6.0,0.0,0.0,62.028,0.2,208.0,31.2,0.8,223.2,30.4,1.4,0.035,3.4,0.0,0.0,0.0
oyster raw,Oyster Raw is a nutritious food rich in essential nutrients.,Others,,41,4.7,2.5,1.2,0.0,0.0,19.054,0.059,25.0,4.0,2.6,84.0,11.0,8.3,0.093,4.0,0.0,0.0,0.0
abalone,Abalone is a nutritious food rich in essential nutrients.,Others,,89,14.5,5.1,0.6,0.0,0.0,51.092,0.3,72.3,26.4,2.7,212.5,40.8,0.7,0.056,1.7,0.0,3.4,0.043
queen crab raw,Queen Crab Raw is a nutritious food rich in essential nutrients.,Seafood,,25,5.2,0.0,0.3,0.0,0.0,15.607,0.2,15.6,7.4,0.7,49.0,13.9,0.8,0.093,2.0,0.0,0.0,0.0
whelk cooked,Whelk Cooked is a nutritious food rich in essential nutrients.,Others,,78,13.5,4.4,0.2,0.0,0.0,54.806,0.1,36.8,32.0,2.8,196.4,48.7,0.9,0.013,1.9,0.0,0.0,0.0
oyster cooked,Oyster Cooked is a nutritious food rich in essential nutrients.,Others,,41,4.7,2.5,1.2,0.0,0.0,17.971,0.066,25.0,4.0,2.3,75.5,11.0,8.3,0.082,3.2,0.0,0.2,0.047
eastern oyster cooked,Eastern Oyster Cooked is a nutritious food rich in essential nutrients.,Others,,8,0.7,0.7,0.2,0.0,0.0,8.598,0.038,3.7,5.5,0.8,14.9,3.2,4.4,0.09,0.6,0.0,0.0,0.0
blue mussels cooked,Blue Mussels Cooked is a nutritious food rich in essential nutrients.,Others,,344,47.6,14.8,9.0,0.0,0.0,178.2,0.7,112.0,66.0,13.4,536.0,74.0,5.3,0.2,27.2,0.0,0.0,0.0
octopus raw,Octopus Raw is a nutritious food rich in essential nutrients.,Others,,23,4.2,0.6,0.3,0.0,0.0,23.044,0.064,13.6,15.0,1.5,99.1,8.5,0.5,0.059,1.4,0.0,0.3,0.074
spiny lobster cooked,Spiny Lobster Cooked is a nutritious food rich in essential nutrients.,Seafood,,233,43.0,5.1,3.2,0.0,0.0,159.731,0.4,146.7,102.7,2.3,339.0,83.1,11.9,0.06,3.4,0.0,0.0,0.0
blue mussels raw,Blue Mussels Raw is a nutritious food rich in essential nutrients.,Others,,129,17.9,5.5,3.4,0.0,0.0,83.72,0.4,42.0,39.0,5.9,480.0,51.0,2.4,0.028,12.0,0.0,0.8,0.012
queen crab cooked,Queen Crab Cooked is a nutritious food rich in essential nutrients.,Seafood,,98,20.2,0.0,1.3,0.0,0.0,58.197,0.6,60.4,28.1,2.4,170.0,53.6,3.1,0.007,6.1,0.0,0.0,0.0
dungeness crab cooked,Dungeness Crab Cooked is a nutritious food rich in essential nutrients.,Seafood,,140,28.3,1.2,1.6,0.0,0.0,111.171,0.5,96.5,74.9,0.5,518.2,73.7,6.9,0.06,4.6,0.0,0.0,0.0
dungeness crab raw,Dungeness Crab Raw is a nutritious food rich in essential nutrients.,Seafood,,140,28.4,1.2,1.6,0.0,0.0,112.564,0.5,96.2,75.0,0.6,577.0,73.4,7.0,0.026,5.7,0.0,0.0,0.0
shrimp fried,Shrimp Fried is a nutritious food rich in essential nutrients.,Seafood,,52,1.3,4.8,3.2,0.1,0.086,14.433,0.2,9.9,4.9,0.1,13.9,2.7,0.069,0.01,0.0,0.0,0.4,0.04
shrimp raw,Shrimp Raw is a nutritious food rich in essential nutrients.,Seafood,,4,0.7,0.041,0.023,0.0,0.0,3.712,0.083,6.3,2.7,0.072,5.7,1.1,0.078,0.083,0.0,0.053,0.035,0.042
blue crab cooked,Blue Crab Cooked is a nutritious food rich in essential nutrients.,Seafood,,71,15.2,0.0,0.6,0.0,0.0,16.719,0.3,82.5,0.027,0.7,198.9,0.4,0.076,0.004,0.1,2.8,0.0,1.6
shrimp imitation,Shrimp Imitation is a nutritious food rich in essential nutrients.,Seafood,,29,3.5,2.6,0.4,0.0,0.0,12.119,0.2,10.2,5.4,0.2,25.2,12.2,0.036,0.046,0.0,0.0,0.0,0.0
conch baked,Conch Baked is a nutritious food rich in essential nutrients.,Others,,165,33.4,2.2,1.5,0.0,0.0,163.446,0.2,82.6,124.5,1.8,207.0,302.3,2.2,0.099,0.0,0.0,8.0,0.016
squid raw,Squid Raw is a nutritious food rich in essential nutrients.,Others,,26,4.4,0.9,0.4,0.0,0.0,16.386,0.09,65.9,9.1,0.2,69.6,9.3,0.4,0.077,1.3,0.0,0.3,0.0
scallop raw,Scallop Raw is a nutritious food rich in essential nutrients.,Others,,10,1.8,0.5,0.091,0.0,0.0,3.417,0.057,3.6,0.9,0.068,30.8,3.3,0.1,0.084,0.0,0.0,0.0,0.0
lobster raw,Lobster Raw is a nutritious food rich in essential nutrients.,Seafood,,116,24.8,0.0,1.1,0.0,0.0,152.362,0.6,190.5,126.0,0.4,300.0,57.0,5.3,0.092,0.0,0.0,1.3,0.0
scallop imitation,Scallop Imitation is a nutritious food rich in essential nutrients.,Others,,28,3.6,3.0,0.1,0.0,0.0,9.105,0.2,6.2,2.3,0.058,29.1,12.2,0.019,0.008,0.0,0.0,0.0,0.0
blue crab raw,Blue Crab Raw is a nutritious food rich in essential nutrients.,Seafood,,18,3.8,0.018,0.2,0.0,0.0,23.615,0.079,16.4,18.7,0.2,69.1,7.1,0.7,0.069,0.6,0.0,0.0,0.0
whelk raw,Whelk Raw is a nutritious food rich in essential nutrients.,Others,,39,6.7,2.2,0.1,0.0,0.0,27.678,0.073,18.4,16.1,1.4,98.2,24.3,0.5,0.043,1.1,0.0,0.013,0.028
spiny lobster raw,Spiny Lobster Raw is a nutritious food rich in essential nutrients.,Seafood,,234,43.1,5.1,3.2,0.0,0.0,160.501,0.4,146.3,102.4,2.5,376.2,83.6,11.9,0.025,4.2,0.0,0.0,0.0
clams canned,Clams Canned is a nutritious food rich in essential nutrients.,Others,,227,38.8,9.4,2.5,0.0,0.0,159.2,0.2,80.0,104.0,4.3,1004.8,51.2,1.3,0.2,0.0,0.063,1.8,0.037
lobster cooked,Lobster Cooked is a nutritious food rich in essential nutrients.,Seafood,,134,28.5,0.0,1.3,0.0,0.0,32.314,0.7,219.0,0.0,2.3,277.5,0.4,0.1,0.077,0.2,0.0,0.0,1.5
eastern oyster fried,Eastern Oyster Fried is a nutritious food rich in essential nutrients.,Others,,29,1.3,1.7,1.8,0.0,0.0,15.5,0.015,10.4,9.1,1.0,35.6,8.5,12.7,0.0,0.6,0.0,0.0,0.0
clams raw,Clams Raw is a nutritious food rich in essential nutrients.,Others,,195,33.3,8.1,2.2,0.0,0.0,136.0,1.4,68.1,88.5,3.7,104.4,43.1,1.2,0.2,0.0,0.0,1.5,0.032
octopus cooked,Octopus Cooked is a nutritious food rich in essential nutrients.,Others,,139,25.3,3.7,1.8,0.0,0.0,135.853,0.4,81.6,90.1,8.1,535.5,51.0,2.9,0.09,6.8,0.0,1.0,0.088
eastern oyster raw,Eastern Oyster Raw is a nutritious food rich in essential nutrients.,Others,,8,0.7,0.8,0.2,0.0,0.0,9.448,0.021,3.5,6.2,0.8,17.4,4.6,5.3,0.069,0.7,0.0,0.0,0.0
oyster fried,Oyster Fried is a nutritious food rich in essential nutrients.,Others,,61,2.1,6.7,3.0,0.0,0.0,17.861,0.1,18.1,4.6,0.7,30.4,3.9,2.6,0.036,0.7,0.0,0.0,0.0
sturgeon smoked,Sturgeon Smoked is a nutritious food rich in essential nutrients.,Others,,49,8.8,0.0,1.2,0.0,0.0,15.175,0.2,22.6,4.8,0.3,107.3,13.3,0.2,0.02,0.0,0.048,0.1,0.022
chinook salmon smoked,Chinook Salmon Smoked is a nutritious food rich in essential nutrients.,Seafood,,159,24.9,0.0,5.9,0.0,0.0,47.038,1.1,31.3,15.0,1.2,238.0,24.5,0.4,0.019,0.0,0.09,1.8,0.039
cisco smoked,Cisco Smoked is a nutritious food rich in essential nutrients.,Others,,50,4.6,0.0,3.4,0.0,0.0,15.576,0.1,9.1,7.4,0.1,82.9,4.8,0.076,0.05,0.0,0.047,0.098,0.094
haddock smoked,Haddock Smoked is a nutritious food rich in essential nutrients.,Others,,33,7.1,0.0,0.3,0.0,0.0,21.719,0.2,21.8,13.9,0.4,117.4,15.3,0.1,0.087,0.0,0.074,0.2,0.078
whitefish smoked,Whitefish Smoked is a nutritious food rich in essential nutrients.,Seafood,,147,31.8,0.0,1.3,0.0,0.0,58.398,1.4,44.9,24.5,0.7,575.3,31.3,0.7,0.086,0.0,0.078,0.3,0.097
red salmon sockeye filets smoked,Red Salmon Sockeye Filets Smoked is a nutritious food rich in essential nutrients.,Seafood,,373,65.5,0.0,12.3,0.0,0.0,141.587,0.065,167.4,62.6,1.1,1036.8,62.6,1.2,0.047,0.0,0.0,1.3,0.0
